id,job,name
206647,Producer,Michael G. Wilson
206647,Script Supervisor,Nicoletta Mani
206647,Foley,John T. Cucci
206647,Steadicam Operator,Julian Morson
206647,Visual Effects Producer,Ken Dailey
206647,Sound Designer,Ann Scibelli
206647,Dialogue Editor,Daniel Saxlid
206647,Visual Effects Editor,Anik Seguin
206647,Camera Operator,Lucas Bielan
206647,Sound Designer,Peter Staubli
206647,Makeup Effects,Susan Howard
206647,Visual Effects Producer,Tim Keene
206647,Visual Effects Editor,Conor Byrne
206647,Visual Effects Editor,Crystal Hadcroft
206647,Animation Director,Marlene Chazot
206647,Visual Effects Supervisor,Stuart Bullen
206647,Assistant Costume Designer,Vivienne Jones
206647,Casting Associate,Celebrity Booker
206647,Casting Associate,Lucy Hellier
206647,Assistant Costume Designer,Richard Davies
206647,Makeup Artist,Yelska Labrada
206647,Makeup Artist,Ana Gabriela Quinonez
206647,Assistant Art Director,Liam Georgensen
206647,Carpenter,John Allen
206647,Visual Effects Coordinator,Shawn Smolensky
206647,Visual Effects Coordinator,Alysia Wildman
206647,Visual Effects Supervisor,Steven Begg
206647,Visual Effects Supervisor,Mark Bakowski
49026,Director,Christopher Nolan
49026,Producer,Christopher Nolan
49026,Makeup Artist,Karen Blynder
49026,Costume Design,Lindy Hemming
49026,Stunts,Declan Mulvey
49026,Art Direction,Zack Grobler
49026,Stunts,Rick Avery
49026,Stunts,Philippe Vonlanthen
49026,Stunts,Doug Coleman
49026,Stunts,Anthony Molinari
49026,Art Direction,Dean Wolcott
49026,Casting,Toby Whale
49026,Supervising Art Director,James Hambidge
49026,Set Costumer,Carmia Marshall
49026,Dialogue Editor,Hugo Weng
49026,Visual Effects Producer,Mike Chambers
49026,Stunts,Samantha MacIvor
49026,Costume Supervisor,Laura Downing
49026,Stunts,Ray Siegle
49026,Special Effects Coordinator,Scott R. Fisher
49026,Visual Effects Editor,Derrick Mitchell
49026,Set Costumer,Hana Rausalova
49026,Dialect Coach,Paula Jack
49026,Set Designer,Theodore Sharps
49026,Helicopter Camera,Hans Bjerno
49026,Assistant Director,Matthew Reedy
49026,Art Direction,Jonathan Kevin Ong
49026,Hairstylist,Janice Alexander
49026,Hairstylist,Deena Adair
49026,Production Manager,Michael Murray
49026,Production Manager,Thomas Hayslip
49026,Scenic Artist,Elizabeth Tomasetti
49026,Sound Effects Editor,Michael Babcock
49026,Sound Effects Editor,Jeff Sawyer
49026,Sound Re-Recording Mixer,Carlos Solis
49026,Visual Effects Editor,Nick Dacey
49026,Visual Effects Editor,Steve Miller
49026,Visual Effects Editor,Christopher Payne
49026,Visual Effects Supervisor,Paul J. Franklin
49026,CG Supervisor,Nicola Hoyle
49026,Camera Technician,Dane Bjerno
49026,Rigging Gaffer,Ian Franklin
49026,Set Costumer,Lindsay Kouri
49026,Set Costumer,David Butler
49026,First Assistant Editor,Eric A. Lewy
49026,Location Manager,James A. Mahathey
49026,Stunts,Brian Smyj
49026,Stunts,Ian Mclaughlin
49026,Assistant Director,Sid Karne
49026,Grip,Tom Prate
49026,Hairstylist,R. Cory McCutcheon
49026,Assistant Editor,Anne O'Brien
49026,Stunts,Dan Brown
49026,Grip,Adam Camacho
49026,Propmaker,Ray Maxwell
49026,Stunts,Marc Scizak
49026,Set Production Assistant,Damiano Fusca
49026,Stunts,Chris Cenatiempo
49026,Camera Intern,Joey J. Cook III
49026,Stunts,Scott Burik
49026,Stunts,Mike Burke
49026,Rigging Grip,Kevin Flynn
49026,Prosthetic Supervisor,Conor O'Sullivan
49026,Sound Mixer,Nakul Kamte
49026,Line Producer,Dileep Singh Rathore
49529,Screenplay,Andrew Stanton
49529,Director,Andrew Stanton
49529,Thanks,John Lasseter
49529,Producer,Colin Wilson
49529,Editor,Eric Zumbrunnen
49529,Set Decoration,Paki Smith
49529,In Memory Of,Steve Jobs
49529,Music,Michael Giacchino
49529,Director of Photography,Daniel Mindel
49529,Music Editor,Stephen M. Davis
49529,Art Direction,John King
49529,Orchestrator,Tim Simonec
49529,Makeup Artist,Veronica McAleer
49529,Casting,Marcia Ross
49529,Thanks,Peter Gabriel
49529,Producer,Jim Morris
49529,Unit Production Manager,Jan Foster
49529,Visual Effects Supervisor,Peter Chiang
49529,Screenplay,Mark Andrews
49529,Makeup Department Head,Ve Neill
49529,Art Direction,Dean Wolcott
49529,Storyboard Designer,David Krentz
49529,Associate Producer,Bob Roath
49529,Storyboard Designer,Bryan Andrews
49529,Makeup Artist,Kevin Haney
49529,Casting Assistant,Toby Spigel
49529,Sound Re-Recording Mixer,Michael Semanick
49529,Sound Designer,Tim Nielsen
49529,Art Direction,Joseph Hodges
49529,Production Supervisor,Jennifer Teves
49529,Key Makeup Artist,Kim Ayers
49529,Visual Effects Producer,Daniel Barrow
49529,Key Makeup Artist,Paula Price
49529,Camera Operator,Simon Finney
49529,Makeup Artist,Eryn Krueger Mekash
49529,Art Department Assistant,Travis Witkowski
49529,Makeup Artist,Deborah Taylor
49529,Key Makeup Artist,Camille Henderson
49529,Unit Publicist,Katherine McCormack
49529,Art Department Assistant,Sarah Ginn
49529,Art Department Assistant,Rachel Corbould
49529,Art Department Assistant,Jake Hall
49529,Key Makeup Artist,Gemma Richards
49529,Makeup Artist,Paul Boyce
49529,Makeup Artist,Mandy Gold
49529,Boom Operator,Noel Espinosa
559,Director,Sam Raimi
559,Author,Stan Lee
559,Costume Design,James Acheson
559,Producer,Grant Curtis
559,Casting,Kathy Driscoll
559,Production Design,J. Michael Riva
559,Set Decoration,Leslie A. Pope
559,Casting Assistant,Katie Taylor
559,Set Designer,Kevin Cross
559,Set Designer,Noelle King
559,Still Photographer,Merie Weismiller Wallace
559,Set Designer,Andrea Dopaso
559,Set Designer,Theodore Sharps
559,Location Manager,Andrew Saxe
559,Location Manager,John Fedynich
559,Casting Assistant,Will F. Moore
559,Casting Assistant,Lavelle Brown
559,Casting Assistant,Merry Alderman
559,Production Coordinator,Greg Outcalt
38757,Novel,Jacob Grimm
38757,Producer,Roy Conli
38757,Editor,Tim Mertens
38757,Director,Byron Howard
38757,Sound Re-Recording Mixer,David E. Fluhr
38757,Director,Nathan Greno
38757,Casting,Jamie Sparer Roberts
38757,Executive Producer,Glen Keane
38757,Executive Music Producer,Chris Montan
38757,Music Supervisor,Tom MacDougall
38757,Sound Editor,Ai-Ling Lee
38757,Production Supervisor,Tim Pauer
38757,Sound Designer,Cameron Frankley
38757,Associate Producer,Aimee Scribner
38757,Visual Development,James Finn
38757,Characters,Shiyoon Kim
38757,Visual Development,Lisa Keene
38757,Executive In Charge Of Post Production,Bérénice Robinson
38757,Lighting Supervisor,Robert L. Miles
38757,Lighting Supervisor,Brian Leach
38757,Lighting Supervisor,Ernest J. Petti
38757,Visual Development,Lauren Airriess
38757,Visual Development,Justin Cram
38757,Layout,Allen Blaisdell
38757,Layout,Todd Allen Erickson
38757,Software Engineer,Brent Burley
38757,Supervising Animator,Mark Mitchell
99861,Supervising Sound Editor,Christopher Boyes
99861,Sound Re-Recording Mixer,Christopher Boyes
99861,Director,Joss Whedon
99861,Executive Producer,Alan Fine
99861,Sound Designer,David Acord
99861,Art Direction,Mark Swain
99861,Art Direction,Phil Sims
99861,Second Unit Cinematographer,John Gamble
99861,Steadicam Operator,Julian Morson
99861,Camera Operator,Sam Renton
99861,Compositors,Chris O'Connell
99861,Camera Operator,Mark Moriarty
99861,Co-Producer,Luca Marco Paracels
99861,Special Effects Coordinator,Ben Vokes
99861,Camera Operator,Ki S. Hwang
99861,Still Photographer,Jae-Hyeok Lee
99861,Associate Producer,Jamie Christopher
767,Screenplay,Steve Kloves
767,Art Direction,Alastair Bullock
767,Director,David Yates
767,Original Music Composer,Nicholas Hooper
767,Editor,Mark Day
767,Producer,Tim Lewis
767,Assistant Costume Designer,Richard Davies
767,Production Sound Mixer,Stuart Wilson
209112,Producer,Charles Roven
209112,Executive Producer,Emma Thomas
209112,Executive Producer,David S. Goyer
209112,Graphic Novel Illustrator,Frank Miller
209112,Novel,Frank Miller
209112,Supervising Art Director,Troy Sizemore
209112,Executive Producer,Benjamin Melniker
209112,Director,Zack Snyder
209112,Supervising Sound Editor,Scott Hecker
209112,Director of Photography,Larry Fong
209112,Characters,Jerry Siegel
209112,Sound Effects Editor,David Grimaldi
209112,Makeup Artist,Richard Redlefsen
209112,Digital Intermediate,Stefan Sonnenfeld
209112,Executive Producer,Wesley Coller
209112,Co-Producer,Gregory Wilson
209112,Set Decoration,Carolyn 'Cal' Loucks
209112,Sound Re-Recording Mixer,Michael Keller
209112,Characters,Bill Finger
209112,Dialogue Editor,Daniel Saxlid
209112,Key Hair Stylist,Jules Holdren
209112,Helicopter Camera,David B. Nowell
209112,Assistant Art Director,Shari Ratliff
209112,Script Supervisor,Amber Harley
209112,Rigging Gaffer,Roger Meilink
209112,Animation Director,Jade Mansueto
209112,Co-Producer,Curt Kanemoto
209112,Set Costumer,Kate Abraham
209112,Art Department Coordinator,Deborah Jurvis
209112,Animation Supervisor,Eric Petey
209112,Seamstress,Jessica R. Lawson
209112,Assistant Costume Designer,J.R. Hawbaker
209112,VFX Editor,Lei Zhang
209112,VFX Editor,Michael Fournier
209112,Assistant Art Director,Tom Castronovo
209112,Casting Associate,Caitlin Well
209112,Armorer,Gary Harper
209112,Set Costumer,May Azzow
209112,Set Costumer,Michael Welch
209112,CG Supervisor,Gabriel Vargas
209112,Camera Operator,William R. Dalgleish
209112,Gaffer,Jim Grce
209112,Assistant Editor,Carlos Castillon
209112,Assistant Editor,Jason Fields
1452,Producer,Gilbert Adler
1452,Director,Bryan Singer
1452,Original Music Composer,John Ottman
1452,Story,Michael Dougherty
1452,Executive Producer,William Fay
1452,Executive Producer,Scott Mednick
1452,Screenplay,Dan Harris
10764,Production Design,Dennis Gassner
10764,Costume Design,Louise Frogley
10764,Music,David Arnold
10764,Editor,Richard Pearson
10764,Director,Marc Forster
10764,Editor,Matt Chesse
10764,Screenplay,Robert Wade
10764,Screenplay,Neal Purvis
10764,Executive Producer,Callum McDougall
58,Director,Gore Verbinski
58,Author,Ted Elliott
58,Author,Terry Rossio
58,Executive Producer,Bruce Hendricks
58,Executive Producer,Mike Stenson
58,Executive Producer,Eric McLeod
58,Makeup Department Head,Ve Neill
57201,Director,Gore Verbinski
57201,Producer,Gore Verbinski
57201,Executive Producer,Ted Elliott
57201,Screenplay,Terry Rossio
57201,Executive Producer,Terry Rossio
57201,Production Design,Jess Gonchor
57201,Casting,Jo Edna Boldin
57201,Screenplay,Justin Haythe
57201,Executive Producer,Eric Ellenbogen
57201,Music Editor,Peter Oso Snell
57201,Animation,Anthony Di Ninno
57201,Visual Effects Editor,Mark Edward Wright
49521,Producer,Emma Thomas
49521,Story,David S. Goyer
49521,Set Decoration,Anne Kuljian
49521,Director,Zack Snyder
49521,Characters,Jerry Siegel
49521,Executive Producer,Thomas Tull
49521,Orchestrator,Kevin Kaska
49521,Storyboard,Jay Oliva
49521,Visual Effects,Anthony Di Ninno
49521,Stunt Coordinator,Damon Caro
49521,Special Effects,Dan Youngs
49521,Assistant Editor,Warren Paeff
2454,Associate Producer,Matthew Stillman
2454,Director,Andrew Adamson
2454,Producer,Andrew Adamson
2454,Production Design,Roger Ford
2454,Screenplay,Christopher Markus
2454,Original Music Composer,Harry Gregson-Williams
2454,Director of Photography,Karl Walter Lindenlaub
2454,Art Direction,Jules Cook
2454,Casting,Nancy Bishop
2454,Art Direction,Jiří Sternwald
2454,Supervising Art Director,Frank Walsh
2454,Art Direction,Jill Cormack
2454,Second Unit Cinematographer,Brad Shield
2454,Music Editor,Kirsty Whalley
2454,Gaffer,Petr Konrád
2454,Camera Operator,Gregory Lundsgaard
2454,Still Photographer,Taylor Tulip-Close
2454,Special Effects,Hauk Olafsson
2454,Associate Producer,Luca Marco Paracels
2454,Costume Supervisor,Nicola Clegg
2454,Set Costumer,Samantha Morley
24428,Director of Photography,Seamus McGarvey
24428,Visual Effects Supervisor,Greg Strause
24428,Comic Book,Stan Lee
24428,Wigmaker,Erwin H. Kupitz
24428,Director,Joss Whedon
24428,Story,Joss Whedon
24428,Story,Zak Penn
24428,Characters,Jack Kirby
24428,Casting,Randi Hiller
24428,Art Direction,Randy Moore
24428,Executive Producer,Jeremy Latcham
24428,Set Designer,Jim Hewitt
24428,Art Direction,Gregory S. Hooper
24428,Art Direction,Jann Engel
24428,Art Direction,William O. Hunter
24428,Script Supervisor,Trudy Ramirez
24428,Visual Effects Art Director,Aaron McBride
24428,Assistant Art Director,Stephen Morahan
24428,Set Designer,Aric Cheng
24428,Art Department Coordinator,Candice Muriedas
24428,Visual Effects Supervisor,Alessandro Cioffi
24428,Visual Effects Producer,Susan Pickett
24428,Construction Coordinator,John Hoskins
24428,Set Costumer,Bob Moore Jr.
24428,Visual Effects Producer,Sean Cushing
24428,Visual Effects Supervisor,Matt McDonald
24428,Visual Effects Supervisor,Guy Williams
24428,Production Supervisor,Nadia Paine
24428,Art Department Coordinator,Marcella Brennan
24428,Sculptor,Clark Kelly
24428,Visual Effects Producer,John L. Jack
24428,Visual Effects Editor,James Meikle
24428,Visual Effects Editor,Cameron Sharp
24428,Visual Effects Supervisor,Janek Sirrs
24428,Visual Effects Supervisor,Jeff White
24428,Camera Operator,Christopher A. Schenck
24428,Camera Operator,John S. Moyer
24428,Video Assist Operator,Jimi Johnson
24428,Lighting Technician,Sherman Jackson
24428,Animation Director,Tom Meade
24428,Set Costumer,Paul John Carli
24428,Set Costumer,Scott T. Coppock
24428,Studio Teachers,Allegro Hopkins
24428,Publicist,Ruben Malaret
24428,Visual Effects Editor,Chris O'Connell
24428,Visual Effects,Scott F. Johnston
24428,Compositors,Brian N. Bentley
24428,Animation,Travis Tohill
1865,Screenplay,Ted Elliott
1865,Executive Producer,Terry Rossio
1865,Music Supervisor,Bob Badami
1865,Editor,David Brenner
1865,Supervising Sound Editor,Shannon Mills
1865,Sound Effects Editor,Dee Selby
1865,Executive Producer,Barry H. Waldman
1865,Set Decoration,Gordon Sim
1865,Production Design,John Myhre
1865,Director,Rob Marshall
1865,Sound Re-Recording Mixer,Paul Massey
1865,Makeup Department Head,Ve Neill
1865,Set Decoration,Missy Parker
1865,Dialogue Editor,Michael Hertlein
1865,Sound Effects Editor,David C. Hughes
1865,Sound Effects Editor,Adam Kopald
1865,Music Editor,Katia Lewin Jablonsky
41154,Executive Producer,Steven Spielberg
41154,Casting,Ellen Chenoweth
41154,Production Design,Bo Welch
41154,Director,Barry Sonnenfeld
41154,Costume Design,Mary E. Vogt
41154,Supervising Art Director,Maya Shimoguchi
41154,Art Direction,Luke Freeborn
41154,Camera Technician,Daniel Erickson
122917,Sound Re-Recording Mixer,Christopher Boyes
122917,Director,Peter Jackson
122917,Producer,Peter Jackson
122917,Novel,J.R.R. Tolkien
122917,Casting,Liz Mullane
122917,Producer,Carolynne Cunningham
122917,Set Decoration,Simon Bright
122917,Supervising Art Director,Simon Bright
122917,Producer,Zane Weiner
122917,Leadman,David Kolff
122917,Art Direction,Andy McLaren
122917,Property Master,Nick Weir
122917,Set Costumer,Jenny Rushton
122917,Rigging Gaffer,David Brown
122917,Casting,Amy Hubbard
122917,Executive Producer,Carolyn Blackwood
122917,Sound Effects Editor,Justin Doyle
122917,Foley,John Simpson
122917,Conceptual Design,Ben Mauro
122917,Still Photographer,James H. Fisher
122917,CG Supervisor,Daniele Tosti
122917,CG Supervisor,Alessandro Saponi
122917,Sound Effects Editor,Hayden Collow
122917,Sound Effects Editor,Melanie Graham
122917,Animation Manager,Nicky Muir
122917,Sound Re-Recording Mixer,Gary Summers
122917,VFX Artist,Matt Weaver
122917,Lighting Artist,Arun Ram-Mohan
122917,Hairstylist,Georgia Lockhart-Adams
122917,Hairstylist,Flora Moody
122917,Makeup Artist,Michele Barber
122917,Assistant Art Director,Joshua Barraud
122917,Set Designer,Gavin Urquhart
122917,Set Designer,Richard Wiles
122917,ADR & Dubbing,Neil Aldridge
122917,Animation Supervisor,Michael Cozens
122917,Animation Production Assistant,Kirstin Cambie
122917,Visual Effects Editor,Aaron Cubis
122917,VFX Supervisor,Ronnie Menahem
122917,VFX Supervisor,David Caeiro Cebrián
122917,Camera Operator,Simon Harding
122917,Still Photographer,Mark Pokorny
122917,Set Costumer,Sally Gray
122917,Set Costumer,Charlotte Hayes
122917,Music Editor,Jeremy Cullen
1930,Executive Producer,Stan Lee
1930,Makeup Department Head,Bill Corso
1930,Visual Effects Supervisor,Jerome Chen
1930,Executive Producer,Michael Grillo
1930,Assistant Art Director,Paul Sonski
1930,Director,Marc Webb
1930,Assistant Art Director,Miguel López-Castillo
1930,Art Direction,Suzan Wexler
1930,Foley,Robin Harlan
1930,Makeup Department Head,Vincent Schicchi
1930,Set Costumer,David Fernandez
1930,Visual Effects Producer,Matt Daly
1930,Dialect Coach,Elizabeth Himelstein
1930,Leadman,Russell R. Anderson
1930,Sculptor,Cuitlahuac Morales Velazquez
1930,Script Supervisor,Trisha Burton
1930,Visual Effects Producer,Julie Orosz
1930,Construction Coordinator,Joseph Alfieri
1930,Art Department Coordinator,Nancy A. King
1930,Set Designer,William J. Law III
1930,Set Designer,Thomas Machan
1930,Visual Effects Editor,John Berri
1930,Visual Effects Supervisor,Joe Farrell
1930,Visual Effects Editor,Mark Herman
1930,Visual Effects Producer,Hetal Jain
1930,Still Photographer,Jaimie Trueblood
1930,Set Costumer,Mustapha Mimis
1930,Set Costumer,Julie Shack
1930,Set Costumer,Malik Summers
1930,VFX Artist,Hugo Dominguez
1930,Visual Effects,Earl A. Hibbert
1930,Visual Effects,VFx Star
1930,Visual Effects,Jatinder Singh Manhas
20662,Director,Ridley Scott
20662,Director of Photography,John Mathieson
20662,Production Design,Arthur Max
57158,Original Music Composer,Howard Shore
57158,Director,Peter Jackson
57158,Screenplay,Peter Jackson
57158,Producer,Peter Jackson
57158,Casting,Victoria Burrows
57158,Sound Designer,David Farmer
57158,First Assistant Director,Carolynne Cunningham
57158,Screenplay,Guillermo del Toro
57158,Supervising Art Director,Simon Bright
57158,Executive Producer,Ken Kamins
57158,Property Master,Nick Weir
57158,Executive Producer,Carolyn Blackwood
57158,Set Decoration,Ra Vincent
57158,Stunts,Sean Button
57158,Lighting Artist,Arun Ram-Mohan
57158,Dialect Coach,Leith McPherson
57158,Dialect Coach,Roisin Carty
57158,CG Supervisor,Jeremy Pickett
57158,Script Supervisor,Victoria Sullivan
57158,Makeup Artist,Amy McLennan
57158,Greensman,Matthew Handscomb
57158,Visual Effects Coordinator,Siobahn Durkin
2268,Director,Chris Weitz
2268,Executive Producer,Robert Shaye
2268,Art Direction,Andy Nicholson
2268,Costume Design,Ruth Myers
2268,Novel,Philip Pullman
2268,Producer,Bill Carraro
2268,Casting,Lucy Bevan
2268,Art Direction,Chris Lowe
2268,Makeup Artist,Nicola Buck
2268,Stunt Coordinator,Paul Jennings
2268,Still Photographer,Laurie Sparham
2268,Animation,Alexander Fernandes
2268,Lighting Artist,Justin Hammond
2268,Script Supervisor,Nikki Clapp
254,Director,Peter Jackson
254,Author,Fran Walsh
254,Director of Photography,Andrew Lesnie
254,Art Direction,Joe Bleakley
254,Supervising Art Director,Dan Hennah
254,Original Music Composer,David Long
254,Casting,Daniel Hubbard
254,Sound Designer,Brent Burge
254,Makeup Designer,Peter Swords King
254,Armorer,Gunner Ashford
254,Art Department Coordinator,Kristie Breslin
254,Choreographer,Shona McCullagh
597,Original Music Composer,James Horner
597,Director,James Cameron
597,Art Direction,Martin Laing
597,Costume Design,Deborah Lynn Scott
597,Post Production Supervisor,Lisa Dennis Kennedy
597,Dialogue Editor,Gwendolyn Yates Whittle
597,Dialogue Editor,Richard Quinn
597,Visual Effects Editor,Chris O'Connell
597,Key Makeup Artist,Tina Earnshaw
597,Steadicam Operator,Marcis Cole
597,Dialogue Editor,Claire Sanfilippo
597,Stunts,George Fisher
597,Casting Associate,Magui Jimenez
597,Casting Associate,Magui Jimenez
597,Casting Associate,Jesus Ignacio Santana
271110,Producer,Kevin Feige
271110,Supervising Sound Editor,Shannon Mills
271110,Production Design,Owen Paterson
271110,Camera Operator,Jörg Widmer
271110,Director,Anthony Russo
271110,Director,Joe Russo
271110,Foley,Shelley Roden
271110,Makeup Artist,Allan A. Apone
271110,Additional Camera,Peter Hawkins
271110,Original Music Composer,Henry Jackman
271110,Camera Operator,Charles Schner
271110,Executive Producer,Nate Moore
271110,Co-Producer,Christoph Fisser
271110,Gaffer,Jeff Murrell
271110,Visual Effects Supervisor,Vincent Cirelli
271110,Assistant Art Director,Matthew Gatlin
271110,Construction Coordinator,Stacey S. McIntosh
271110,Camera Operator,Maurice K. McGuire
271110,Assistant Art Director,Jim Wallis
271110,Helicopter Camera,Jeremy Braben
271110,Visual Effects Coordinator,Jennifer Mizener
271110,Helicopter Camera,David B. Nowell
271110,Visual Effects Supervisor,Jamie Hallett
271110,Visual Effects Coordinator,Brittany Montero
271110,Armorer,Ron Licari
271110,First Assistant Editor,James Andrykowski
271110,Hairstylist,Robert Wilson
271110,Set Costumer,Steven Butler
271110,Gaffer,Mike Pearce
271110,CG Supervisor,David Marsh
271110,Visual Effects Producer,Jen Underdahl
271110,Visual Effects Supervisor,Huseyin Caner
271110,First Assistant Editor,Cassie Dixon
271110,First Assistant Editor,Christos Voutsinas
44833,Editor,Paul Rubell
44833,Makeup Department Head,Jeff Dawn
44833,Production Design,Neil Spisak
44833,Costume Design,Louise Mingenbach
44833,Original Music Composer,Steve Jablonsky
44833,Producer,Scott Stuber
44833,Set Decoration,Larry Dias
44833,Director,Peter Berg
44833,Producer,Sarah Aubrey
44833,ADR & Dubbing,G.W. Brown
44833,Art Direction,Scott P. Murphy
44833,Producer,Bennett Schneir
44833,Editor,Billy Rich
44833,Visual Effects Supervisor,Nathan McGuinness
44833,Visual Effects Art Director,Aaron McBride
44833,Camera Operator,Chris Moseley
44833,Set Costumer,Corey Bronson
44833,Location Manager,Michael John Meehan
44833,Art Department Coordinator,Theresa Greene
44833,Dialect Coach,Brian C. Hirono
44833,Steadicam Operator,Chris Haarhoff
44833,Costume Design,Roberto Craciunica
44833,Production Supervisor,Renee Confair
44833,Production Manager,Wendy Wong
44833,Construction Coordinator,Robert A. Blackburn
44833,Scenic Artist,Andrew M. Casbon III
44833,Leadman,Brett C. Smith
44833,Leadman,Edward J. Protiva
44833,Dialogue Editor,Joel Shryack
44833,Visual Effects Editor,Jody Rogers
44833,Visual Effects Producer,Rick Lupton
44833,Visual Effects Producer,Colleen Jenkinson
44833,Visual Effects Producer,Robert E. Evans
135397,Casting,John Papsidera
135397,Producer,Frank Marshall
135397,Sound Designer,Gary Rydstrom
135397,Production Design,Ed Verreaux
135397,Visual Effects,Phil Tippett
135397,Modeling,Sean House
135397,Art Direction,Page Buckner
135397,Producer,Patrick Crowley
135397,Thanks,Stan Winston
135397,Story,Amanda Silver
135397,Stunts,Tim Bell
135397,Stunts,Jeff Galpin
135397,Electrician,John Gregory Edwards
135397,Transportation Coordinator,Aaron Skalka
135397,Screenplay,Colin Trevorrow
135397,Director,Colin Trevorrow
135397,Gaffer,Michael Maley
135397,Stunts,Raymond Mamrak
135397,Art Direction,David Scott
135397,Makeup Artist,Melanie Deforrest
135397,Set Costumer,Ren Heeralal
135397,Costume Supervisor,Elaine Ramires
135397,Stunts,Timothy Eulich
135397,Music Editor,Paul Apelgren
135397,Still Photographer,Chuck Zlotnick
135397,Set Designer,Ron Mendell
135397,Set Designer,George Lee
135397,Helicopter Camera,David B. Nowell
135397,Makeup Artist,Karri Farris
135397,Foley,Nia Hansen
135397,Sound Re-Recording Mixer,Pete Horner
135397,Makeup Artist,Emily Tatum
135397,Makeup Artist,Jami Ross
135397,Special Effects,Jacob Roanhaus
135397,Stunts,Regis Harrington
135397,Animation,Mike Dharney
135397,Assistant Editor,Kris Cole
135397,Makeup Artist,Laine Rykes
135397,Animation,Travis Tohill
135397,Animation,Eric Bates
135397,Animation,Emilio Ghorayeb
135397,Compositors,Darrell Claunch
135397,Makeup Artist,Natalie Cordray
135397,Hairstylist,Jennifer Hodges
135397,Hairstylist,Stephanie Jennings
135397,Hairstylist,Crystal Wells
135397,Greensman,Mike Herriage
135397,Set Decoration,Matt Lopac
135397,Storyboard,David Lowery
135397,Greensman,William Nutt
135397,Propmaker,Jeff Shewbert
135397,Set Dressing Artist,Meagan Skerchock
135397,Greensman,Spencer Smith
135397,Art Department Assistant,Karen Sori
135397,Sculptor,Bruno Troadec
135397,Set Designer,Trinh Vu
135397,Propmaker,Kevin Whatley
135397,Set Dressing Artist,Christopher J. Wood
135397,Propmaker,Walter Zieska
135397,ADR & Dubbing,Lisa Chino
135397,Sound Editor,Angelina Faulkner
135397,Sound mixer,Kirk Francis
135397,Boom Operator,Travis Hoover
135397,Boom Operator,James Eck Rippie
135397,Foley,Trey Turner
135397,Special Effects Coordinator,Chris Brenczewski
